,San Felipe,Gran Colombiano,,,Estrella del Sur,San Joaquín,Guadual Fontibón,Tíntala,La Sabana,Jorge Gaitán Cortes,Claret,San Cristóbal Sur,La Perseverancia I,Villa Elisa,,Chapinero Occidental,,,La Calleja
,José Joaquín Vargas,Charles De Gaulle,,,El Chircal Sur,El Minuto de Dios,Villa Carmenza,Villa Alsacia,Voto Nacional,Camelia II,Villa Mayor,Sosiego,Bosque Izquierdo,La Gaitana,,Estrella,,Country Club,Gran Yomasa
,Alcázares Norte,Brasilia,,,Gibraltar Sur,Luis Carlos Galán,Puerta De Teja,Galán Rural,Veraguas,Ospina Pérez Sur,El Playón,Las Gaviotas,San Diego,Guaymaral,,Alfonso López,,El Contador,La Requilina Rural II
,Entrerios,Chicala,,,Los Alpes Sur,Gran Granada,Ciudad Hayuelos,Las Margaritas,,Centro Industrial,Sosiego Sur,San Rafael,Hoya Teusaca,Prado Veraniego Norte,,Quesada,,La Granja Norte,El Nuevo Portal II Rural
,La Merced Norte,José Antonio Galán,,,Arborizadora Alta,El Laurel,El Tintal II,Los Almendros,,Ospina Pérez,Quiroga I,Usme,El Guavio,Villa María I,,Quinta Paredes,,La Carolina,La Aurora
,Rafael Uribe,La Paz Bosa,,,El Minuto de María,El Encanto,Santa Cecilia,Ciudad De Cali,,Remanso,Los Molinos,Quinta Ramos,Parque Nacional Oriental,La Carolina de Suba,,Ciudad Salitre Sur-Oriental,,Caobos Salazar,Nuevo San Andrés
,Metrópolis,El Remanso I,,,Bella Flor,El Cortijo,Bosque de Modelia,Dindalito,,Bochica,Guiparma,Vitelma,El Rocío,Niza Suba,,Campin Occidental,,Cedritos,Pepinitos
,Escuela Militar,Paso Ancho,,,Quiba Rural,Los Cerezos,El Chanco Rural III,Las Acacias,,Tejar,San Jorge Sur,Molinos De Oriente,La Pena,Prado Veraniego,,Nicolás De Federman,,Tibabita Rural,Yomasa Norte
,Alcázares,Osorio XXIII,,,Santo Domingo,La Riviera,El Chanco I,Calandaima,,Autopista Sur,Puerto Rico,Villabel,Los Laches,La Gaitana Oriental,,Campo Eucarístico,,Canaima,San Felipe de Usme
,Once de Noviembre,Villa Emma,,,El Mochuelo II,Villas de Alcalá,El Chanco II,Dindalito I,,Galán,Los Arrayanes II,Nariño Sur,La Merced,El Rincón,,La Esmeralda,,La Uribe,Charalá
,La Aurora,José María Carbonel,,,Urbano,Santa Cecilia,Terminal De Transportes,Valladolid,,El Ejido,Diana Turbay,Santa Rita Sur Oriental,Las Cruces,San Carlos de Suba,,Campin,,Molinos Norte,La Fiscala
,Juan XXIII,Osorio X Urbano,,,Quiba,Los Álamos,Salitre Occidental,Chucua de la vaca III,,La Trinidad,San Luis,Santa Inés Sur,San Francisco Rural,San Jose de Bavaria,,Rafael Núñez,,La Estrellita I,Las Violetas
,Santa Sofía,Chico Sur,,,Juan Pablo II,La Serena,Moravia,Dintalito,,San Eusebio,Diana Turbay Arrayanes,Arboleda,,Victoria Norte,,Ciudad Salitre Nor-Oriental,,Los Cedros,Brisas del Llano
,Baquero,Villa Anny I,,,Arborizadora Alta,Villa Luz,El Refugio,Tintalito,,San Rafael,Santiago Pérez,Santa Teresita,,San Jose V Sector,,Ciudad Universitaria,,Cedro Salazar,San Juan Bautista
,Muequetá,Villa Anny II,,,Bellavista,Normandía Occidental,Atahualpa,Tundama,,Estación Central,Granjas De Santa Sofía,Barcelona Sur,,Campanella,,Paulo VI,,Barrancas,La Comuna
,El Rosario,El Corzo I,,,Arborizadora Alta I,Sabana Del Dorado,El Chanco Rural II,Bavaria,,La Camelia,Palermo Sur,Canadá O Güira,,Iragua,,Banco Central,,Barrancas Norte,San Felipe de Usme Rural
,La Paz,Bosa Nova Remanso,,,La Alameda,Engativá,San Jose De Fontibón,El Paraíso,,Gorgonzola,Marco Fidel Suárez I,Córdoba,,,,,La Liberia,Ciudad Londres Rural
,San Fernando,Urbano,,,El Mirador,El Dorado,Versalles Fontibón,Provivienda Occidental,,Salazar Gómez,Cerros De Oriente,Tibaque Urbano,,,,,Santa Teresa,El Bosque Sur Oriental Rural Iii
,Parque Distrital Salitre,El Remanso,,,Las Acacias,El Cedro,Aeropuerto El Dorado,Marsella,,Colón,Callejón Santa Bárbara,Aguas Claras I,,,,,Bosque de Pinos,La Esperanza Sur I
,Doce de Octubre,San Bernardino XXV Urbano,,,Lagunitas Urbano,Primavera,La Cabaña Fontibón,Campo Hermoso,,Alquería,Diana Turbay Cultivos,San Jose Sur Oriental,,,,,Torca I,Tibaque Sur
,La Libertad,San Bernardino XXII Urbano,,,Candelaria La Nueva,La Estradita,Brisas,El Jazmín,,Remanso Sur,Arrayanes VI,Modelo Sur,,,,,Torca Rural I,Porvenir
,Popular Modelo,Campo Verde,,,México,Paris Gaitán,Aldea Fontibón,Alquería La Fragua,,San Rafael Industrial,Santa Lucia,Montebello,,,,,Torca Rural II,Los Arrayanes
,,Las Margaritas,,,Naciones Unidas,Quirigua Oriental,Montevideo,Jacqueline,,San Francisco,Bravo Páez,Aguas Claras,,,,,Bosque de Pinos III Rural,Curubital
,,El Danubio Azul,,,El Mochuelo II,Álamos,La Esperanza Norte,Las Delicias,,La Pradera,Olaya,Villa Del Cerro,,,,,Bosque de Pinos III Páramo,Juan Rey Sur
,,San Pedro,,,Cerro Colorado,El Muelle,Capellanía,El Tintal IV,,Puente Aranda,Quiroga Central,Hoya San Cristóbal,,,,,Tibabita,El Hato
,,Los Sauces,,,San Antonio del Mirador,París,Pueblo Viejo,Jorge Uribe Botero,,Autopista Muzú Oriental,Centenario,Tibaque,,,,,San Cristóbal Norte,Usminia
,,El Retazo,,,Santa Rosa,Santa Helenita,Modelia,Renania,,Primavera Occidental,Murillo Toro,La Victoria,,,,,Páramo Urbano I,Centro Usme
,,San Bernardino,,,Madelena,La Granja,San Pedro De Los Robles,Urapanes,,,Carmen Del Sol,Primero de Mayo,,,,,Páramo III Rural,El Bosque Sur Oriental Rural I
,,Potreritos,,,Rafael Escamilla,El Pantano,Modelia Occidental,Class,,,Libertador,El Triángulo,,,,,San Gabriel Norte,El Curubo
,,Jiménez de Quesada,,,Perdomo Alto,El Cedro,Granjas De Techo,Pastrana,,,,Tibaque III,,,,,San Gabriel Norte II,Santa Librada
,,Ciudadela El Recreo II,,,El Peñón del Cortijo,Santa María,Ferrocaja,Corabastos,,,,Las Guacamayas IV,,,,,Torca II,Juan José Rondón I
,,Nueva Granada,,,Arborizadora Alta II,Las Ferias Occidental,Fontibón,Provivienda Oriental,,,,Las Guacamayas II,,,,,Buenavista,Tibaque II
,,Bosa San Diego-Bosa,,,El Mochuelo Alto,Autopista Medellín,Puente Grande,Provivienda Timiza C,,,,Los Libertadores,,,,,Tibabita I,Olarte
,,El Portal del Brasil,,,Los Tres Reyes,Santa Mónica,La Laguna Fontibón,Vereda El Tintal Rural,,,,Altos Del Zipa,,,,,Verbenal,Comuneros
,,Bosa El Jardín,,,Pasquilla,Villa Amalia,San Pedro,Vergel Occidental,,,,Ciudad Londres I,,,,,San Antonio,Arrayán
,,Islandia,,,El Mirador de la Estancia,El Madrigal,Villemar,La Campiña,,,,Las Guacamayas III,,,,,Mirador del Norte,Los Andes
,,San Bernardino XVIII,,,Central de mezclas,San Ignacio,Interindustrial,Gran Britalia I,,,,Bosque De Los Alpes,,,,,Tibabita Rural I,Tocaimita Sur
,,Ciudadela El Recreo,,,Los Tres Reyes I,Los Álamos La Faena,El Tintal Central,Ciudad Kennedy,,,,Los Alpes,,,,,San Antonio Noroccidental,Desarrollo Brazuelos
,,San Bernardino XXV,,,María Cano,Quirigua II,Charco Urbano,La Magdalena,,,,Calvo Sur,,,,,El Cerezo,La Marichuela
,,Andalucía II,,,Las Brisas,Santa Cecilia De Suba I,,Villa Nelly III Sector,,,,Los Laureles Sur Oriental I,,,,,El Toberín,Bolonia I
,,Brasil,,,Cedritos del Sur,Bolivia,,,,,Atenas,,,,,El Vervenal,Portal Rural II
,,Antonia Santos,,,Rincón de la Valvanera,Ciudadela Colsubsidio,,,,,La Belleza,,,,,Barrancas Oriental Rural,Tocaimita Oriental I
,,Villas del Progreso,,,El Mochuelo,San Antonio Engativá,,,,,Quindío,,,,,La Cita,La Esperanza Sur
,,Canaveralejo,,,La Valvanera,La Estrada,,,,,Bellavista Sur,,,,,Las Delicias del Carmen II Sector,La Orquídea de Usme
,,Canaveralejo Rural,,,Guadalupe,El Gaco,,,,,Granada Sur,,,,,Las Orquídeas,El Bosque Sur Oriental Rural II
,,Betania,,,El Ensueño,Ciudad Bachué,,,,,El Pinar,,,,,Santa Bárbara Occidental,Liliana
,,La Vega,,,Santa Viviana,Garcés Navas Oriental,,,,,Colmena I,,,,,El Redil,Villa Diana
,,San Bernardino Los Laureles,,,Quiba Alto,Jardín Botánico,,,,,Los Pinares,,,,,Páramo II Rural,La Andrea
,,La Estación,,,Arabia,Marandú,,,,,San Isidro Yomasa,,,,,Las Margaritas,El Nuevo Portal
,,Bosa Escocia,,,La Estancia,Bonanza,,,,,Santa Ana Sur,,,,,Acacias Usaquén,San Pedro Sur
,,Villa del Río,,,El Mochuelo III,Garcés Navas,,,,,Las Mercedes,,,,,Santa Bárbara Oriental,La Cabaña
,,San Bernardino I,,,Brazuelos Occidental Rural,Florida Blanca,,,,,Altos Del Zuque,,,,,Rincón del Chico,La Regadera
,,San Bernardino XIX,,,Sierra Morena,Ciudad Bachué I Etapa,,,,,Buenos Aires,,,,,Bella Suiza,El Bosque Central
,,Escocia,,,Ciudad Bolívar Rural I,Engativá Zona Urbana,,,,,La Gloria Oriental,,,,,Lisboa,Las Violetas Rural
,,San Bernardino II,,,El Mochuelo IV,San Antonio Urbano,,,,,Santa Inés Sur II,,,,,Santa Bibiana,El Porvenir De Los Soches
,,La Independencia,,,Atlanta,Bosque Popular,,,,,Las Lomas,,,,,Santa Ana Occidental,Chiguaza Rural
,,Cementerio,,,Ciudad Bolívar,Normandía,,,,,La Arboleda Rural,,,,,Ginebra II,Serranías I
,,Jardines,,,El Mochuelo II Norte,El Dorado Industrial,,,,,Suramérica,,,,,Santa Bárbara Central,Monteblanco
,,Apogeo,,,Lagunitas,Quirigua I,,,,,Monte Carlo,,,,,Horizontes Norte,Las Margaritas
,,El Corzo,,,La Torre,Las Ferias,,,,,Chiguaza Urbano,,,,,Barrancas Oriental,La Requilina
,,,,,Santa Bárbara,Palo Blanco,,,,,San Vicente,,,,,Santa Cecilia,El Salteador
,,,,,Bella Flor Sur,Villa Sagrario,,,,,San Pedro,,,,,Puente Norte,Desarrollo Brazuelos I
,,,,,Arborizadora Baja,Garcés Navas Sur,,,,,Moralba,,,,,San Patricio,Chuniza
,,,,,San Francisco,Bochica,,,,,San Javier,,,,,,Arrayanes I
,,,,,Caracolí,El Real,,,,,San Blas,,,,,,La Requilina Rural
,,,,,Pasquillita,,,,,,Puente Colorado,,,,,,Centro Usme Rural I
,,,,,Quiba Urbano,,,,,,Las Brisas,,,,,,Tocaimita Oriental
,,,,,Las Mercedes,,,,,,Nueva Gloria,,,,,,Los Olivares
,,,,,Potosí,,,,,,El Paraíso,,,,,,El Portal Urbano
,,,,,Espino I,,,,,,,,,,,Dona Liliana
,,,,,La Primavera I,,,,,,,,,,,La Unión
,,,,,Villa Candelaria,,,,,,,,,,,Arrayanes V
,,,,,Brazuelos Occidental,,,,,,,,,,,Los Arrayanes
,,,,,Arborizadora Alta,,,,,,,,,,,La Huerta
,,,,,Mochuelo Alto Urbano,,,,,,,,,,,Puerta Al Llano De Usme
,,,,,Mochuelo Alto Rural,,,,,,,,,,,El Nevado II
,,,,,Espino,,,,,,,,,,,La Cabaña
,,,,,Jerusalén,,,,,,,,,,,Chapinerito
,,,,,Pasquilla Urbana,,,,,,,,,,,El Uval Tunjuelito
,,,,,Cordillera del Sur,,,,,,,,,,,El Nuevo Portal II
,,,,,La Pradera,,,,,,,,,,,Fiscala Alta
,,,,,Bella Flor Sur Rural,,,,,,,,,,,Centro Usme Urbano
,,,,,Los Laureles II,,,,,,,,,,,Villa Israel
,,,,,Nueva Esperanza,,,,,,,,,,,Granada Sur
,,,,,Ronda,,,,,,,,,,,Santa Librada Norte
,,,,,El Mirador II,,,,,,,,,,,La Esperanza De Usme
,,,,,Las Manas,,,,,,,,,,,El Virrey
,,,,,Paraíso,,,,,,,,,,,Puerta Al Llano Rural
,,,,,Quiba,,,,,,,,,,,Centro Usme Rural
,,,,,Ciudad Bolívar Rural III,,,,,,,,,,,El Progreso Usme
,,,,,El Tesoro,,,,,,,,,,,Danubio II
,,,,,Casa de Teja,,,,,,,,,,,Tihuaque
,,,,,Primavera II,,,,,,,,,,,Duitama
,,,,,Sierra Morena Villas,,,,,,,,,,,Danubio
,,,,,El Diamante,,,,,,,,,,,La Reforma
,,,,,Ismael Perdomo,,,,,,,,,,,Centro Usme Rural II
,,,,,Sotavento,,,,,,,,,,,El Pedregal II
,,,,,Quiba Bajo,,,,,,,,,,,El Bosque Central I
,,,,,Verona,,,,,,,,,,,Bolonia I
,,,,,El Satélite,,,,,,,,,,,La Fiscala Norte
,,,,,Sierra Morena Galicia,,,,,,,,,,,El Tuno
,,,,,Barlovento,,,,,,,,,,
,,,,,Rincón de Galicia,,,,,,,,,,
,,,,,Perdomo Alto,,,,,,,,,,
,,,,,El Mochuelo Urbano,,,,,,,,,,
,,,,,Juan José Rondón,,,,,,,,,,
